company_name	industry	city
TechNova 1494	Automotive	Jönköping
EduVision 1495	Education	Norrköping
Unknown	Renewable Energy	Jönköping
RoboTech 1497	Construction	Malmö
FinTrust 1498	Healthcare	Malmö
FinTrust 1499	Renewable Energy	Västerås
N/A	Construction	Stockholm
AutoWorks 1501	Finance	Örebro
GreenFuture 1502	Finance	Norrköping
AutoWorks 1503	Automotive	Jönköping
HealthSync 1504	Food & Beverage	Norrköping
GreenFuture 1505	Automotive	Norrköping
RoboTech 1506	Finance	Uppsala
MediCare 1507	Construction	Uppsala
GreenFuture 1508	Renewable Energy	Malmö
EduVision 1509	Technology	Örebro
TechNova 1510	Construction	Västerås
HealthSync 1511	AI & Robotics	Stockholm
Foodies 1512	AI & Robotics	Västerås
BuildPro 1513	None	Stockholm
MediCare 1514	Medical Devices	N/A
FinTrust 1515	None	Göteborg
AutoWorks 1516	Unknown	Örebro
RoboTech 1517	Renewable Energy	Helsingborg
EduVision 1518	Medical Devices	Uppsala
MediCare 1519	Finance	Stockholm
FinTrust 1520	Construction	Göteborg
AutoWorks 1521	Technology	###
AutoWorks 1522	Healthcare	Göteborg
Foodies 1523	Healthcare	###
Foodies 1524	Education	Västerås
MediCare 1525	Finance	!!Error!!
Foodies 1526	12345	Västerås
RoboTech 1527	Medical Devices	Örebro
FinTrust 1528	Automotive	Malmö
BuildPro 1529	Construction	Örebro
BuildPro 1530	Automotive	Jönköping
EduVision 1531	Finance	Stockholm
GreenFuture 1532	Construction	Malmö
EduVision 1533	Technology	Norrköping
Foodies 1534	Education	Malmö
BuildPro 1535	Unknown	Uppsala
BuildPro 1536	AI & Robotics	Uppsala
MediCare 1537	Renewable Energy	Linköping
BuildPro 1538	Renewable Energy	Jönköping
FinTrust 1539	Automotive	Norrköping
FinTrust 1540	Medical Devices	Västerås
N/A	Food & Beverage	Helsingborg
HealthSync 1542	Technology	###
AutoWorks 1543	Food & Beverage	Linköping
Foodies 1544	Automotive	Helsingborg
TechNova 1545	Medical Devices	Örebro
TechNova 1546	Technology	Helsingborg
GreenFuture 1547	Education	Örebro
RoboTech 1548	Finance	Helsingborg
HealthSync 1549	Technology	Göteborg
EduVision 1550	Healthcare	Stockholm
NULL		Uppsala
TechNova 1552	Education	Västerås
TechNova 1553	Renewable Energy	Västerås
	Healthcare	Stockholm
12345	Medical Devices	Stockholm
FinTrust 1556	Finance	Malmö
BuildPro 1557	Food & Beverage	Helsingborg
GreenFuture 1558	Education	Jönköping
EduVision 1559	Automotive	Norrköping
HealthSync 1560	Education	Uppsala
BuildPro 1561	Education	Unknown
BuildPro 1562	Medical Devices	Jönköping
GreenFuture 1563	Construction	Jönköping
HealthSync 1564	AI & Robotics	Malmö
RoboTech 1565	AI & Robotics	Jönköping
RoboTech 1566	Renewable Energy	Malmö
EduVision 1567	Construction	Malmö
MediCare 1568	Education	Malmö
BuildPro 1569	Automotive	Västerås
Unknown	Finance	Norrköping
FinTrust 1571	AI & Robotics	Uppsala
TechNova 1572	Education	Örebro
HealthSync 1573	Technology	Norrköping
Foodies 1574	Education	Jönköping
None	Technology	Malmö
AutoWorks 1576	Education	Uppsala
MediCare 1577	Education	Norrköping
MediCare 1578	Automotive	Linköping
FinTrust 1579	Healthcare	Stockholm
HealthSync 1580	Automotive	Stockholm
FinTrust 1581	Renewable Energy	Jönköping
BuildPro 1582	Technology	Helsingborg
GreenFuture 1583	Unknown	Norrköping
EduVision 1584	Renewable Energy	Linköping
TechNova 1585	Construction	Göteborg
RoboTech 1586	Automotive	Göteborg
BuildPro 1587	Education	Malmö
Foodies 1588	Renewable Energy	Göteborg
Foodies 1589	Medical Devices	Jönköping
RoboTech 1590	Construction	Uppsala
BuildPro 1591	Construction	Jönköping
BuildPro 1592	Renewable Energy	Uppsala
FinTrust 1593	AI & Robotics	Uppsala
MediCare 1594	Medical Devices	Malmö
AutoWorks 1595	AI & Robotics	Malmö
FakeCity	Education	Göteborg
N/A	Finance	FakeCity
GreenFuture 1598	Technology	Norrköping
FinTrust 1599	Construction	Helsingborg
BuildPro 1600	Medical Devices	Stockholm
HealthSync 1601	Construction	!!Error!!
HealthSync 1602	Renewable Energy	Norrköping
AutoWorks 1603	Finance	Örebro
BuildPro 1604	Healthcare	Jönköping
None	Renewable Energy	Örebro
EduVision 1606	Food & Beverage	Västerås
FakeCity	Education	Uppsala
Foodies 1608	Technology	Västerås
TechNova 1609	AI & Robotics	Västerås
BuildPro 1610	Food & Beverage	Helsingborg
HealthSync 1611	Construction	Stockholm
EduVision 1612	Automotive	Stockholm
BuildPro 1613	Renewable Energy	Västerås
MediCare 1614	Automotive	Helsingborg
HealthSync 1615	Finance	Örebro
AutoWorks 1616	Automotive	Jönköping
MediCare 1617	Medical Devices	Helsingborg
GreenFuture 1618	Construction	Linköping
BuildPro 1619	Renewable Energy	Stockholm
TechNova 1620	Food & Beverage	Malmö
FakeCity	Construction	Västerås
EduVision 1622	Medical Devices	Uppsala
TechNova 1623	Automotive	Norrköping
BuildPro 1624	Healthcare	Malmö
MediCare 1625	AI & Robotics	Helsingborg
TechNova 1626	Finance	Västerås
RoboTech 1627	Renewable Energy	
TechNova 1628	Automotive	Helsingborg
EduVision 1629	Renewable Energy	Västerås
HealthSync 1630	Finance	Linköping
BuildPro 1631	Medical Devices	Uppsala
TechNova 1632	AI & Robotics	Västerås
MediCare 1633	Construction	Stockholm
GreenFuture 1634	Technology	Stockholm
FinTrust 1635	NULL	Stockholm
Unknown	Construction	Norrköping
MediCare 1637	Education	Malmö
HealthSync 1638	Healthcare	Uppsala
HealthSync 1639	Healthcare	Jönköping
MediCare 1640	Renewable Energy	FakeCity
BuildPro 1641	AI & Robotics	Norrköping
RoboTech 1642		Örebro
HealthSync 1643	Finance	Göteborg
TechNova 1644	Renewable Energy	Göteborg
BuildPro 1645	Food & Beverage	Stockholm
TechNova 1646	Automotive	Örebro
EduVision 1647	AI & Robotics	Stockholm
RoboTech 1648	Education	!!Error!!
EduVision 1649	Technology	Linköping
None	Construction	Stockholm
AutoWorks 1651	AI & Robotics	Jönköping
AutoWorks 1652	Finance	Uppsala
N/A	Automotive	Göteborg
AutoWorks 1654	Technology	Västerås
Foodies 1655	Medical Devices	Helsingborg
FinTrust 1656	Medical Devices	Örebro
AutoWorks 1657	Medical Devices	Örebro
FinTrust 1658	AI & Robotics	Västerås
FinTrust 1659	Education	Uppsala
GreenFuture 1660	Food & Beverage	Örebro
BuildPro 1661	AI & Robotics	Göteborg
AutoWorks 1662	Education	Malmö
RoboTech 1663	AI & Robotics	Unknown
Foodies 1664	Healthcare	Jönköping
BuildPro 1665	Finance	Helsingborg
AutoWorks 1666	Food & Beverage	Stockholm
AutoWorks 1667	AI & Robotics	Örebro
MediCare 1668	Renewable Energy	Västerås
EduVision 1669	AI & Robotics	Stockholm
EduVision 1670	12345	Göteborg
FinTrust 1671	Food & Beverage	Norrköping
HealthSync 1672	Food & Beverage	Malmö
Foodies 1673	Technology	Malmö
FinTrust 1674	Medical Devices	Uppsala
MediCare 1675	Automotive	Linköping
GreenFuture 1676	Education	Helsingborg
GreenFuture 1677	Food & Beverage	Linköping
BuildPro 1678	Renewable Energy	Norrköping
FinTrust 1679	N/A	Helsingborg
MediCare 1680	Food & Beverage	Jönköping
HealthSync 1681	Finance	Linköping
FinTrust 1682	Renewable Energy	Uppsala
TechNova 1683	Food & Beverage	Malmö
HealthSync 1684	Healthcare	Göteborg
NULL	NULL	Örebro
BuildPro 1686	Finance	Malmö
MediCare 1687	Education	Norrköping
FinTrust 1688	Finance	Norrköping
BuildPro 1689	Automotive	Norrköping
Foodies 1690	AI & Robotics	Örebro
RoboTech 1691	Construction	Göteborg
TechNova 1692	Medical Devices	Malmö
HealthSync 1693	Automotive	Göteborg
N/A	Finance	Norrköping
GreenFuture 1695	Construction	Uppsala
MediCare 1696	Technology	Örebro
FinTrust 1697	Construction	Linköping
BuildPro 1698	Construction	Västerås
HealthSync 1699	Food & Beverage	###
MediCare 1700	Education	Västerås
EduVision 1701	Construction	Norrköping
MediCare 1702	Medical Devices	Malmö
AutoWorks 1703	Automotive	Uppsala
HealthSync 1704	Finance	Helsingborg
AutoWorks 1705	AI & Robotics	Göteborg
N/A	Technology	Uppsala
Foodies 1707	Healthcare	Malmö
HealthSync 1708	Construction	Jönköping
RoboTech 1709	Finance	None
BuildPro 1710	Finance	Helsingborg
EduVision 1711	Renewable Energy	Norrköping
BuildPro 1712	Healthcare	Västerås
EduVision 1713	Automotive	Uppsala
EduVision 1714	Food & Beverage	N/A
AutoWorks 1715	Technology	Stockholm
EduVision 1716	Education	Stockholm
GreenFuture 1717	Finance	Göteborg
!!Error!!	Healthcare	Jönköping
AutoWorks 1719	AI & Robotics	Malmö
AutoWorks 1720	Automotive	Göteborg
BuildPro 1721	Medical Devices	Norrköping
EduVision 1722	Renewable Energy	Örebro
BuildPro 1723	Construction	Jönköping
RoboTech 1724	Renewable Energy	Uppsala
Foodies 1725	Automotive	Linköping
HealthSync 1726	Construction	Västerås
RoboTech 1727	Finance	Stockholm
NULL	Healthcare	Örebro
RoboTech 1729	Education	Malmö
EduVision 1730	Renewable Energy	Linköping
RoboTech 1731	Food & Beverage	Helsingborg
GreenFuture 1732	Automotive	Norrköping
RoboTech 1733	Automotive	Linköping
	Finance	12345
FinTrust 1735	Automotive	Västerås
GreenFuture 1736	Medical Devices	Linköping
RoboTech 1737	Healthcare	Örebro
BuildPro 1738	Construction	Stockholm
GreenFuture 1739	Healthcare	Örebro
MediCare 1740	Food & Beverage	Helsingborg
MediCare 1741	Healthcare	Jönköping
TechNova 1742	Education	Stockholm
TechNova 1743	AI & Robotics	Uppsala
FinTrust 1744	AI & Robotics	Helsingborg
GreenFuture 1745	Food & Beverage	Stockholm
FinTrust 1746	Education	Västerås
MediCare 1747	FakeCity	Västerås
AutoWorks 1748	Renewable Energy	Stockholm
EduVision 1749	Technology	Linköping
EduVision 1750	AI & Robotics	Malmö
BuildPro 1751	Technology	Helsingborg
BuildPro 1752	Construction	Linköping
MediCare 1753	Healthcare	Västerås
FinTrust 1754	Medical Devices	Västerås
None	Construction	Linköping
EduVision 1756	AI & Robotics	!!Error!!
FinTrust 1757	Construction	Örebro
AutoWorks 1758	Automotive	Helsingborg
TechNova 1759	Renewable Energy	Örebro
Foodies 1760	Automotive	Malmö
EduVision 1761	Finance	Jönköping
AutoWorks 1762	Technology	Stockholm
BuildPro 1763	Food & Beverage	Malmö
TechNova 1764	N/A	Örebro
BuildPro 1765	Medical Devices	N/A
BuildPro 1766	NULL	Uppsala
BuildPro 1767	Food & Beverage	Helsingborg
MediCare 1768	Technology	Jönköping
TechNova 1769	Renewable Energy	Malmö
FinTrust 1770	Renewable Energy	Jönköping
MediCare 1771	Construction	Helsingborg
GreenFuture 1772	Technology	Norrköping
HealthSync 1773	Education	Linköping
BuildPro 1774	Technology	Uppsala
Unknown	Technology	Örebro
AutoWorks 1776	Education	Stockholm
MediCare 1777	Healthcare	Jönköping
RoboTech 1778	Technology	NULL
MediCare 1779	Renewable Energy	12345
EduVision 1780	Finance	Örebro
HealthSync 1781	Medical Devices	Göteborg
Foodies 1782	Construction	Jönköping
EduVision 1783	Automotive	Stockholm
BuildPro 1784	Medical Devices	Malmö
12345	Education	FakeCity
12345	Food & Beverage	Jönköping
Unknown	Finance	Jönköping
	Food & Beverage	Örebro
EduVision 1789	AI & Robotics	Jönköping
!!Error!!	Finance	Unknown
MediCare 1791	Healthcare	Jönköping
AutoWorks 1792	Construction	Jönköping
AutoWorks 1793	Finance	Uppsala
AutoWorks 1794	Renewable Energy	Göteborg
HealthSync 1795	AI & Robotics	Norrköping
FinTrust 1796	Technology	Malmö
BuildPro 1797	Education	Västerås
FinTrust 1798	Education	Malmö
BuildPro 1799	Medical Devices	Örebro
MediCare 1800	AI & Robotics	
AutoWorks 1801	AI & Robotics	Stockholm
AutoWorks 1802	Construction	Uppsala
	Education	Uppsala
EduVision 1804	Construction	Norrköping
Foodies 1805	Technology	Örebro
FinTrust 1806	AI & Robotics	Norrköping
GreenFuture 1807	Food & Beverage	Norrköping
Foodies 1808	Healthcare	Uppsala
GreenFuture 1809	AI & Robotics	Helsingborg
HealthSync 1810	Healthcare	Västerås
GreenFuture 1811	Construction	Göteborg
FinTrust 1812	AI & Robotics	Norrköping
HealthSync 1813	AI & Robotics	Jönköping
FinTrust 1814	Automotive	Norrköping
GreenFuture 1815	Automotive	Örebro
FinTrust 1816	Construction	Göteborg
N/A	Automotive	Jönköping
TechNova 1818	Technology	###
HealthSync 1819	Finance	Stockholm
Unknown	Food & Beverage	Västerås
BuildPro 1821	Construction	Göteborg
AutoWorks 1822	Renewable Energy	Göteborg
Foodies 1823	AI & Robotics	Göteborg
EduVision 1824	Automotive	Jönköping
MediCare 1825	Healthcare	Linköping
BuildPro 1826	12345	Örebro
###	Finance	Örebro
Foodies 1828	Food & Beverage	Helsingborg
TechNova 1829	Automotive	Norrköping
GreenFuture 1830	Construction	Helsingborg
MediCare 1831	Automotive	Jönköping
AutoWorks 1832	Healthcare	Västerås
MediCare 1833	Medical Devices	Uppsala
HealthSync 1834	!!Error!!	Helsingborg
BuildPro 1835	Medical Devices	Linköping
TechNova 1836	Automotive	Västerås
BuildPro 1837	Renewable Energy	Linköping
FinTrust 1838	Construction	Linköping
FinTrust 1839	Automotive	Norrköping
FinTrust 1840	N/A	Linköping
RoboTech 1841	Renewable Energy	Uppsala
FinTrust 1842	Construction	Göteborg
BuildPro 1843	Construction	Västerås
GreenFuture 1844	Medical Devices	Jönköping
AutoWorks 1845	Medical Devices	Västerås
Foodies 1846	AI & Robotics	FakeCity
BuildPro 1847		Norrköping
RoboTech 1848	Renewable Energy	Örebro
TechNova 1849	Food & Beverage	Malmö
RoboTech 1850	Construction	Västerås
BuildPro 1851	Medical Devices	Malmö
GreenFuture 1852	AI & Robotics	Stockholm
TechNova 1853	Medical Devices	Norrköping
AutoWorks 1854	Food & Beverage	N/A
BuildPro 1855	Food & Beverage	Örebro
RoboTech 1856	Renewable Energy	Malmö
TechNova 1857	###	Linköping
GreenFuture 1858	Medical Devices	Norrköping
NULL	Technology	Jönköping
GreenFuture 1860	Technology	Linköping
AutoWorks 1861	Medical Devices	Västerås
BuildPro 1862	Technology	Helsingborg
AutoWorks 1863	Renewable Energy	Uppsala
FinTrust 1864	Renewable Energy	Helsingborg
AutoWorks 1865	Healthcare	Uppsala
HealthSync 1866	Medical Devices	Malmö
BuildPro 1867	Food & Beverage	Uppsala
GreenFuture 1868	Construction	Stockholm
EduVision 1869	Automotive	Uppsala
	Construction	Stockholm
RoboTech 1871	Technology	Norrköping
EduVision 1872	Automotive	Malmö
TechNova 1873	Technology	Göteborg
RoboTech 1874	Automotive	Linköping
FinTrust 1875	Medical Devices	Helsingborg
GreenFuture 1876	Healthcare	Malmö
EduVision 1877	Healthcare	Västerås
HealthSync 1878	Automotive	Norrköping
TechNova 1879	Technology	Stockholm
BuildPro 1880	Education	Örebro
BuildPro 1881	Automotive	Helsingborg
RoboTech 1882	Education	Norrköping
###	Construction	Norrköping
EduVision 1884	Education	!!Error!!
FinTrust 1885	Healthcare	Helsingborg
Foodies 1886	AI & Robotics	Malmö
Foodies 1887	Renewable Energy	Linköping
GreenFuture 1888	Food & Beverage	Helsingborg
Foodies 1889	Food & Beverage	Västerås
RoboTech 1890	Food & Beverage	
NULL	Medical Devices	Linköping
AutoWorks 1892	Renewable Energy	Västerås
AutoWorks 1893	Technology	Jönköping
FinTrust 1894	Education	Helsingborg
AutoWorks 1895	Healthcare	Göteborg
RoboTech 1896	Construction	Linköping
!!Error!!	Construction	Jönköping
BuildPro 1898	Renewable Energy	!!Error!!
FinTrust 1899	Automotive	Göteborg
GreenFuture 1900	Technology	Göteborg
Unknown	Technology	Örebro
AutoWorks 1902	Medical Devices	Linköping
RoboTech 1903	Medical Devices	Norrköping
AutoWorks 1904	Healthcare	Norrköping
RoboTech 1905	Automotive	Jönköping
AutoWorks 1906	AI & Robotics	Jönköping
GreenFuture 1907	Food & Beverage	Jönköping
MediCare 1908	Medical Devices	None
HealthSync 1909	Medical Devices	Norrköping
AutoWorks 1910	Renewable Energy	Västerås
TechNova 1911	Food & Beverage	Göteborg
Foodies 1912	Construction	Örebro
TechNova 1913	AI & Robotics	Jönköping
EduVision 1914	Technology	Norrköping
Foodies 1915	AI & Robotics	Linköping
Foodies 1916	Automotive	Jönköping
HealthSync 1917	Automotive	Örebro
FinTrust 1918	Medical Devices	Uppsala
EduVision 1919	Automotive	Jönköping
HealthSync 1920	AI & Robotics	Västerås
MediCare 1921	Food & Beverage	Norrköping
GreenFuture 1922	Construction	Jönköping
RoboTech 1923	Finance	Jönköping
AutoWorks 1924	N/A	Jönköping
AutoWorks 1925	Healthcare	Uppsala
AutoWorks 1926	AI & Robotics	Jönköping
AutoWorks 1927	Finance	Västerås
!!Error!!	Unknown	Norrköping
TechNova 1929	Finance	Norrköping
GreenFuture 1930	Construction	Göteborg
###	Technology	Uppsala
!!Error!!	Finance	Västerås
EduVision 1933	Education	None
EduVision 1934	AI & Robotics	Örebro
Foodies 1935	Education	Örebro
AutoWorks 1936	Healthcare	Malmö
AutoWorks 1937	Healthcare	Västerås
	Healthcare	Norrköping
RoboTech 1939	Renewable Energy	Malmö
Foodies 1940	AI & Robotics	Norrköping
FinTrust 1941	AI & Robotics	Göteborg
BuildPro 1942	Renewable Energy	Stockholm
EduVision 1943	Finance	Linköping
GreenFuture 1944	Food & Beverage	Örebro
FinTrust 1945	Food & Beverage	Helsingborg
RoboTech 1946	AI & Robotics	Västerås
EduVision 1947	Renewable Energy	Stockholm
EduVision 1948	Renewable Energy	Stockholm
Foodies 1949	Food & Beverage	Helsingborg
AutoWorks 1950	Renewable Energy	Uppsala
AutoWorks 1951	Food & Beverage	Helsingborg
MediCare 1952	Healthcare	Uppsala
GreenFuture 1953	Technology	Jönköping
TechNova 1954	Food & Beverage	Helsingborg
None	AI & Robotics	Örebro
HealthSync 1956	Food & Beverage	Uppsala
TechNova 1957	Automotive	Jönköping
Foodies 1958	Renewable Energy	Jönköping
GreenFuture 1959	AI & Robotics	FakeCity
AutoWorks 1960	Healthcare	Stockholm
AutoWorks 1961	Renewable Energy	Västerås
TechNova 1962	Renewable Energy	Örebro
GreenFuture 1963	Medical Devices	Örebro
TechNova 1964	Construction	Örebro
HealthSync 1965	Education	Stockholm
EduVision 1966	AI & Robotics	Jönköping
HealthSync 1967	Medical Devices	Uppsala
HealthSync 1968	Automotive	Helsingborg
GreenFuture 1969	Technology	Jönköping
RoboTech 1970	Education	Norrköping
MediCare 1971	Technology	Stockholm
Foodies 1972	Food & Beverage	Linköping
AutoWorks 1973	Food & Beverage	Linköping
RoboTech 1974	Construction	Stockholm
GreenFuture 1975	AI & Robotics	Västerås
TechNova 1976	!!Error!!	Stockholm
Foodies 1977	Healthcare	Norrköping
MediCare 1978	Healthcare	Stockholm
HealthSync 1979	Food & Beverage	Göteborg
FinTrust 1980	Technology	Jönköping
FinTrust 1981	AI & Robotics	FakeCity
FinTrust 1982	Renewable Energy	Jönköping
AutoWorks 1983	N/A	Malmö
FinTrust 1984	Finance	Örebro
GreenFuture 1985	AI & Robotics	Jönköping
GreenFuture 1986	AI & Robotics	Örebro
AutoWorks 1987	Technology	12345
EduVision 1988	Automotive	Uppsala
RoboTech 1989	Food & Beverage	Västerås
EduVision 1990	Finance	Uppsala
FakeCity	Education	Uppsala
HealthSync 1992	AI & Robotics	Jönköping
FinTrust 1993	Food & Beverage	Norrköping
MediCare 1994	Education	Jönköping
GreenFuture 1995	Healthcare	Örebro
AutoWorks 1996	Automotive	Norrköping
BuildPro 1997	Education	Örebro
RoboTech 1998	Technology	Örebro
AutoWorks 1999	Automotive	Linköping
BuildPro 2000	Food & Beverage	Malmö
EduVision 2001		Örebro
BuildPro 2002	Food & Beverage	Malmö
MediCare 2003	Healthcare	Uppsala
###	Food & Beverage	Västerås
HealthSync 2005	AI & Robotics	Helsingborg
EduVision 2006	Food & Beverage	Jönköping
TechNova 2007	Construction	Linköping
FinTrust 2008	Food & Beverage	Stockholm
FinTrust 2009	Education	Helsingborg
TechNova 2010	AI & Robotics	12345
GreenFuture 2011	Education	Örebro
EduVision 2012	Finance	Malmö
TechNova 2013	Construction	Örebro
BuildPro 2014	Construction	Göteborg
GreenFuture 2015	Technology	Örebro
FinTrust 2016	Finance	Örebro
EduVision 2017	Medical Devices	Helsingborg
BuildPro 2018	Education	Uppsala
TechNova 2019	Automotive	Västerås
EduVision 2020	Finance	Västerås
Foodies 2021	AI & Robotics	Göteborg
	Medical Devices	
MediCare 2023	Medical Devices	!!Error!!
12345	AI & Robotics	Linköping
BuildPro 2025	Healthcare	Göteborg
TechNova 2026	AI & Robotics	Helsingborg
RoboTech 2027	Education	Helsingborg
EduVision 2028	Medical Devices	Västerås
RoboTech 2029	Education	Göteborg
MediCare 2030	Medical Devices	Linköping
!!Error!!	Finance	Helsingborg
Unknown	Education	Malmö
NULL	Finance	FakeCity
HealthSync 2034	Education	Göteborg
AutoWorks 2035	Medical Devices	Helsingborg
BuildPro 2036	Technology	Norrköping
Foodies 2037	Education	Malmö
Foodies 2038	Healthcare	Norrköping
RoboTech 2039	Construction	Västerås
!!Error!!	Medical Devices	Malmö
RoboTech 2041	Medical Devices	Örebro
BuildPro 2042	Healthcare	Göteborg
Foodies 2043	Medical Devices	Uppsala
HealthSync 2044	Food & Beverage	Linköping
TechNova 2045	Automotive	Uppsala
BuildPro 2046	Healthcare	Göteborg
MediCare 2047	Renewable Energy	Linköping
AutoWorks 2048	Healthcare	Örebro
N/A	Food & Beverage	Örebro
!!Error!!	Healthcare	Stockholm
RoboTech 2051	Automotive	Västerås
EduVision 2052	Food & Beverage	Göteborg
BuildPro 2053	Education	Göteborg
EduVision 2054	Food & Beverage	12345
BuildPro 2055	Food & Beverage	Jönköping
Foodies 2056	AI & Robotics	Göteborg
RoboTech 2057	Automotive	###
EduVision 2058	Finance	NULL
FinTrust 2059	AI & Robotics	Helsingborg
FinTrust 2060	Medical Devices	Norrköping
BuildPro 2061	Medical Devices	Malmö
MediCare 2062	AI & Robotics	Uppsala
BuildPro 2063	Finance	Linköping
MediCare 2064	Medical Devices	
FinTrust 2065	Healthcare	Västerås
HealthSync 2066	Food & Beverage	!!Error!!
GreenFuture 2067	Education	Helsingborg
RoboTech 2068	AI & Robotics	12345
FinTrust 2069	AI & Robotics	Malmö
Foodies 2070	Renewable Energy	Örebro
MediCare 2071	AI & Robotics	Stockholm
HealthSync 2072	Renewable Energy	!!Error!!
RoboTech 2073	Food & Beverage	Uppsala
HealthSync 2074	Automotive	Norrköping
HealthSync 2075	Medical Devices	Örebro
EduVision 2076	Medical Devices	Stockholm
AutoWorks 2077	Healthcare	Uppsala
FinTrust 2078	Healthcare	Uppsala
TechNova 2079	Automotive	Göteborg
GreenFuture 2080	Medical Devices	Malmö
BuildPro 2081	Medical Devices	Västerås
BuildPro 2082	None	Linköping
GreenFuture 2083	Education	Örebro
TechNova 2084	Healthcare	###
BuildPro 2085	Education	Örebro
MediCare 2086	12345	Stockholm
EduVision 2087	Technology	Norrköping
BuildPro 2088	AI & Robotics	Jönköping
TechNova 2089	Medical Devices	FakeCity
FinTrust 2090	Technology	Örebro
AutoWorks 2091	Food & Beverage	Uppsala
HealthSync 2092	Construction	Västerås
EduVision 2093	Automotive	Helsingborg
EduVision 2094	Food & Beverage	Göteborg
TechNova 2095	Renewable Energy	
Foodies 2096	Medical Devices	Norrköping
Foodies 2097	Food & Beverage	Helsingborg
HealthSync 2098	Education	Örebro
EduVision 2099	Medical Devices	Linköping
GreenFuture 2100	AI & Robotics	Linköping
RoboTech 2101	AI & Robotics	Göteborg
HealthSync 2102	Food & Beverage	!!Error!!
	Technology	Göteborg
GreenFuture 2104	Food & Beverage	Uppsala
BuildPro 2105	Renewable Energy	Stockholm
MediCare 2106	Healthcare	Malmö
MediCare 2107	###	Västerås
AutoWorks 2108	Healthcare	Linköping
BuildPro 2109	Automotive	Linköping
MediCare 2110	AI & Robotics	Västerås
TechNova 2111	Construction	Stockholm
Foodies 2112	None	Stockholm
MediCare 2113	Technology	Malmö
HealthSync 2114	Technology	Stockholm
AutoWorks 2115	Automotive	Göteborg
Foodies 2116	Food & Beverage	Linköping
AutoWorks 2117	Education	Göteborg
TechNova 2118	FakeCity	Uppsala
EduVision 2119	Finance	Jönköping
Foodies 2120	Technology	Örebro
TechNova 2121	Food & Beverage	12345
AutoWorks 2122	AI & Robotics	Örebro
	Construction	Västerås
BuildPro 2124	AI & Robotics	Helsingborg
TechNova 2125	Education	Norrköping
EduVision 2126	Medical Devices	Malmö
Foodies 2127	Healthcare	Jönköping
HealthSync 2128	Technology	None
TechNova 2129	Automotive	Helsingborg
TechNova 2130	Technology	Örebro
###	Food & Beverage	Helsingborg
N/A	Food & Beverage	Norrköping
GreenFuture 2133	Renewable Energy	Örebro
TechNova 2134	Finance	!!Error!!
AutoWorks 2135	AI & Robotics	Uppsala
AutoWorks 2136	Education	Helsingborg
FinTrust 2137	Finance	Västerås
TechNova 2138	Automotive	Malmö
AutoWorks 2139	N/A	Göteborg
GreenFuture 2140	Education	Stockholm
FinTrust 2141	Healthcare	Göteborg
MediCare 2142	Education	Göteborg
AutoWorks 2143	Technology	Jönköping
MediCare 2144	Medical Devices	None
FinTrust 2145	Education	Västerås
TechNova 2146	Construction	Göteborg
HealthSync 2147	Healthcare	NULL
RoboTech 2148	Healthcare	Jönköping
EduVision 2149	Education	Västerås
RoboTech 2150	Food & Beverage	Helsingborg
MediCare 2151	Medical Devices	Malmö
FinTrust 2152	Healthcare	Örebro
Foodies 2153	NULL	Uppsala
Foodies 2154	Education	Jönköping
MediCare 2155	Construction	Linköping
!!Error!!	AI & Robotics	Göteborg
MediCare 2157	Healthcare	Norrköping
BuildPro 2158	Technology	Linköping
TechNova 2159	AI & Robotics	Jönköping
RoboTech 2160	Medical Devices	Helsingborg
RoboTech 2161	Technology	Unknown
BuildPro 2162	Renewable Energy	Västerås
BuildPro 2163	Construction	Stockholm
HealthSync 2164	Construction	Norrköping
RoboTech 2165	Education	Malmö
Foodies 2166	Technology	Linköping
EduVision 2167	!!Error!!	Norrköping
N/A	Medical Devices	Malmö
EduVision 2169	AI & Robotics	Örebro
FinTrust 2170	AI & Robotics	Jönköping
EduVision 2171	Food & Beverage	Örebro
BuildPro 2172	Technology	Linköping
!!Error!!	Food & Beverage	Jönköping
TechNova 2174	Technology	Norrköping
RoboTech 2175	Construction	Göteborg
FinTrust 2176	Construction	Uppsala
RoboTech 2177	Healthcare	Norrköping
AutoWorks 2178	Finance	Helsingborg
TechNova 2179	Technology	Unknown
FinTrust 2180	###	Stockholm
EduVision 2181	Technology	Göteborg
MediCare 2182	Automotive	Göteborg
AutoWorks 2183	Food & Beverage	FakeCity
FakeCity	Automotive	Jönköping
EduVision 2185	Food & Beverage	Helsingborg
Unknown	NULL	Malmö
BuildPro 2187	Automotive	Malmö
AutoWorks 2188	Technology	Örebro
FinTrust 2189	Construction	Norrköping
AutoWorks 2190	Medical Devices	Stockholm
BuildPro 2191	Medical Devices	Göteborg
HealthSync 2192	Renewable Energy	Linköping
TechNova 2193	Renewable Energy	Helsingborg
EduVision 2194	Renewable Energy	Jönköping
Foodies 2195	Healthcare	Örebro
!!Error!!	Technology	Malmö
BuildPro 2197	Automotive	Linköping
BuildPro 2198	Food & Beverage	Helsingborg
!!Error!!	Construction	###
Foodies 2200	Food & Beverage	None
FinTrust 2201	AI & Robotics	Norrköping
!!Error!!	Education	N/A
BuildPro 2203	AI & Robotics	Linköping
RoboTech 2204	Technology	Uppsala
GreenFuture 2205	Food & Beverage	Göteborg
