City,Company,Revenue,Employees
West Dominique,NordicX,5344558.64,4.894
trofttocS,,47.4244892,339.3
trofoirasoR,xkyLink,3399299.39,453.4
Spockholm,SkyLink,9674976.13,487.9
,Techsphere,6735887.14,
Lisatown,TechSpfere,,11.9
West Kathleenshire,erehpShceT,,3.26
,NordicX,76.1004808,
hgrubynohtnA,,67.8329389,160.7
NorthaDerekmouth,ABB,5222833.24,252.1
North Nicholasberg,Scania,,5.571
Kmitlynfurt,IKEA,,256.9
New James,,34.8356223,265.5
Pimtsside,,,367.6
Port Timothy,SkyLink,7631381.68,296.1
Torresmouth,BBA,2377268.03,1.874
,TechSphere,68.8715775,
EastvRobert,,3917393.22,378.7
South Brittany,M&H,5190538.64,
,Skyoink,,131.1
Jonesstad,IKEA,8387413.64,385.0
,IKEA,28.6517638,52.1
North Trevorstad,TechSphcre,90.3683325,407.0
West Andreside,Telii,3400897.07,495.1
Port Gregorychester,,9443987.21,484.1
Port Davidport,ainacS,2650329.5,274.0
gnipökniL,,7516751.4,54.4
Port Patricia,Telia,7756590.93,248.6
,,49.9041887,
rehtaeH weN,NopdicX,7224265.46,498.4
,Telia,5442407.16,1.374
South Aryssaland,,60.1336033,13.8
,o&M,40.8129734,118.8
Helsingborg,XcidroN,31.6708577,
gnipöknöJ,SKF,29.8070143,9.163
Brianville,,,332.5
nevahlatsyrC,,,105.0
trufyrruC,,30.1786764,170.9
Jöyköping,IKEf,,0.364
ediskraM ekaL,Telma,26.4628766,103.5
notassenaV,ABB,9737195.71,39.3
Kristimouth,NordicX,83.4506047,2.47
Lake Kevinville,,8609470.76,201.7
South Amanda,Telda,7001830.67,
,Scania,,16.7
Riveraberg,M&H,6251048.3,196.1
WestfNicole,ABn,6395470.79,3.842
gnipöknröjB,SkyLink,3020921.92,289.2
New Kyletown,NordicX,52.0603093,28.1
,,85.6216723,105.7
grebtreboR htroN,IKEj,2728572.33,
,,3798636.41,3.993
,SkyLpnk,2126679.7,153.5
hguorobaraS,IiEA,2757589.82,
grobgnisleH,NordicX,92.8786946,166.0
South Lauriebuvy,SfF,1584065.84,
gnipökniL,SkyLink,3294052.56,
Wallacestad,H&M,,4.333
Uppgala,,8089785.78,253.9
retsehcenileuqcaJ htuoS,,8505348.46,
grobetöG,IKEA,,
dnalsemaJ,,4261754.5,
,H&M,9276450.25,9.413
gnipökniL,,4246525.03,5.01
West Traceybury,l&M,71.1841276,9.803
East Christine,FKS,56.4716194,252.1
Kathrynville,,,
,NordicX,4612769.9,17.3
Björnköping,,7353788.61,28.0
htuomgniK,SkyLink,6957979.31,38.0
East Terrimouth,IKEA,,85.5
adnerB htroN,felia,,56.1
,Telia,3315128.04,4.313
yrubsalohciN ekaL,Skynink,9492846.22,
nevahirehS,IKyA,8814873.88,414.9
lolandafort,Nordico,7868543.1,
horth Julie,Scanil,,487.5
tropatreboR,,,163.1
Webershare,AEKI,9719035.28,
Rodriguezhavet,IKEu,69.2066792,443.9
East Katie,AzB,8862715.57,4.77
Chaneyview,SKi,,9.042
Lake Peterberg,,8583109.07,239.7
Fordbuly,ainacS,9006473.26,411.3
gnipöknöJ,IKEA,5500170.06,470.6
Francesshire,BBA,,
Johnsondort,rkyLink,1973532.75,180.3
Lake Tonaburgh,SnF,,
Anthonychester,,25.0393513,
Lilkhamn,aileT,3441781.12,6.9
Linköping,XcidroN,86.1412321,56.9
yrubwehttaM,,5432439.21,455.2
Hansonfort,SKF,1.1287049,
,Ttlia,35.0101625,7.051
,ABr,3596276.51,269.1
,ABv,99.8829134,144.9
New Brandmn,TechSphece,1347295.6,9.794
,TechSphzre,8609541.22,
grebleunaM,,75.0437054,114.8
,AEKI,7123107.96,224.3
Ariaston,SKF,70.3608557,297.5
Heathershire,,8191647.58,404.9
truftreboR,ABq,4022481.75,3.513
Götesorg,SKF,7198783.39,329.2
,,,3.38
Linköping,erehpShceT,37.1493976,
New Joseohmouth,IKEi,3809004.64,
Orozcomouth,Scania,79.1707489,
htuomnmutuA,SKF,3500505.14,8.173
,,6030297.58,133.6
Sarahbury,kniLykS,8701326.58,2.511
WestnJennifer,ABB,1502933.71,426.9
South Tammy,,4345566.85,
Helsingborg,Scania,,
Michaelborough,,,269.9
,Scania,9974995.04,227.9
,M&H,2053613.35,4.96
weivzereP,aileT,11.3059014,
New Kara,SkyLink,,144.0
New David,,3312602.15,17.3
,SKF,3017642.59,134.1
South Brian,aileT,2394747.01,271.0
refinneJ weN,Scania,,139.4
,H&M,7.4767461,30.2
Lxnköping,ABB,7581696.96,301.3
niveK weN,SkyLink,6799286.89,6.891
Lillhamn,SKF,5867920.57,354.6
Port Lisa,XcidroN,7037668.88,394.9
West Stacychestbr,,,404.5
yrubaserehT,SKF,7298602.94,19.6
Paulbury,IKEA,0.7033737,
,SvyLink,,0.683
nmahlliL,SkyLink,3727015.28,0.743
Göteborg,Nordicn,,448.7
,,,2.242
nonnahS troP,Tslia,,94.0
,AzB,1925616.55,473.4
Port Lwrry,ABB,5775510.26,
Helsingborg,NordicX,3879455.94,292.0
gnipökniL,,51.7321761,90.5
,,,
Jenniferland,Telit,9053154.0,214.5
Nem Samuelport,SfF,7869917.43,60.2
Port Chazles,,7859651.52,0.312
,TechSphere,2709604.08,
New Maryborough,jBB,70.6964592,350.1
erihssnilloC,SkyLink,,9.873
sacuL weN,SkyLink,1908042.39,62.4
Wiflisberg,Scania,67.6378826,3.882
,Telia,1495839.99,367.0
,,6.2388101,231.3
,SkyLivk,7253830.22,
,Telia,4369249.95,4.832
niveK tseW,SKF,,5.383
Nixonfort,erehpShceT,9850682.3,137.0
South Krastina,Telia,,
,aKEA,1508318.28,125.9
Linköping,erehpShceT,72.9114701,424.4
East Stevw,,,7.072
Jasonport,,1162389.63,284.8
,H&M,6.9975049,375.0
South Kaitlin,,,175.6
datsauhsoJ htuoS,ABh,9260154.33,263.9
New Nichote,rKF,7144390.18,486.2
Parkerstad,ainacS,,46.4
North William,SmF,8538915.75,
Göteborg,Telia,8852752.82,
retsehcnayrB,Telia,2976313.27,132.1
Christopherport,,,7.123
htuomynnaD tsaE,NordicX,9205155.98,126.8
Jönköping,SKF,4722461.81,497.2
Suuth Jamesland,XcidroN,5.2328803,283.8
Port Jenniuer,NordicX,9371809.58,114.3
Jennamouth,IKEA,8380981.52,401.9
weivyentihW troP,Telia,2546094.74,
Llke Rebeccabury,SkyLink,1821258.86,302.2
Emst Jacqueline,Scania,8382619.09,7.572
htuomleinaD,,1860228.68,296.0
North Amyfurt,XcidroN,6368992.07,97.2
Helsingborg,Telia,47.4726083,
Souuh Randallmouth,ABf,8458103.19,114.8
,SkyLink,3845128.92,257.3
,,6811491.1,165.2
htuomeinahpetS tsaE,aileT,,4.58
Michaelchester,H&M,,252.6
Roslesfurt,XcidroN,6158080.0,2.014
,SkyLiny,22.0236182,9.211
North Williammouth,BBA,9729326.86,86.0
Lake Scott,,9335860.69,188.3
eitsirK htuoS,SkyLink,3105655.35,47.7
Christopherbury,,8939378.67,39.8
esineD htroN,,8927508.34,
Port Richard,rBB,9138737.63,205.6
nwotylimE tsaE,SkyLink,9629145.14,209.9
Marleshire,XcidroN,2342450.9,322.6
Loriburgh,XcidroN,36.9992692,9.711
,FKS,,4.003
gnipöknröjB,,15.8052324,98.8
,kniLykS,2910844.59,4.56
East Victoriafurt,Scania,,120.6
,SwF,17.9003909,356.8
East Stephanie,SkyLink,7654722.0,336.7
Williamston,Telia,54.5182534,275.9
,erehpShceT,,12.3
,FKS,6214416.72,345.8
Jamesland,H&M,1912205.93,
nalA htroN,SKk,,273.4
Jönköping,kniLykS,86.3403344,411.0
Lillhamn,,7504775.6,119.4
Hartmanfurt,Telia,11.4443556,340.3
einaleM tseW,Scalia,,
,IKEA,8187934.12,116.1
Nyrth Kyle,ainacS,,7.04
Uppsala,ABB,8902548.33,97.3
hpesoJ weN,AkB,3583721.23,363.6
Tashamouth,NordicX,,422.6
New Thomas,,12.5677726,
,SKF,,6.392
retsehcnosaJ htuoS,cKF,54.5469904,63.9
Willieuorough,H&u,9106834.63,1.07
East Jeffreystad,SkyLink,3870987.73,288.1
,SkyLink,18.0405345,69.3
nwotardnaxelA htroN,NordicX,7957787.26,437.9
,HfM,3434011.45,14.2
North Mitchell,H&M,11.8096058,82.6
Pittmanbury,sKF,8568422.12,
,ABB,7514366.8,422.9
erihsaerdnA,NordicX,7428634.7,
haraS htroN,Telia,4020908.09,230.8
grobgnisleH,Scania,57.3832316,98.8
Rebeccachester,ainacS,,78.8
,H&M,4.3930892,280.4
mlohkcotS,Scania,,
West Kevin,kniLykS,8982714.64,216.0
Rayfort,ABB,,184.8
Paulstad,ainacS,8138784.28,350.2
,aileT,30.9600349,228.2
truegerberg,,,8.754
oimothystad,TechSphere,4973995.0,482.8
,IKEA,,165.9
NortheEdward,TechSphere,5682225.41,5.013
New Tiffany,l&M,78.5488643,2.954
,NordicX,,78.8
erihseimaJ tseW,,,43.4
South Barbaraside,Telia,2871275.72,
Port Christine,erehpShceT,5887814.49,8.444
,SkyLink,1099564.65,
Amandamouth,NordicX,90.3890759,391.6
South Thsmasview,SKF,7735135.43,197.6
Smikhport,XcidroN,41.4968232,41.0
Linköping,NordicX,43.3065737,7.421
Lake John,ainacS,8883682.09,
yesleK troP,ABB,5754069.67,490.8
Douglasborough,SkyLink,7586713.51,77.8
,Scania,,3.721
gnipöknröjB,Telia,7365609.87,157.4
Helsingborg,Scania,7571823.6,401.2
erihseL,IKEA,3829293.32,
Fuentesside,H&M,3847934.47,5.383
,Sbania,3738868.09,7.27
West Alexander,ABB,2318475.59,499.3
Berghaven,SkyLink,64.6845943,135.7
,gcania,4116342.82,373.4
South Brendaland,kniLykS,5569401.2,159.7
,SkyLink,71.9206949,402.4
Göteborg,AEKI,4934287.93,15.4
New Alexandria,AEKI,3866801.77,
New Emmaville,SKF,,261.7
,SkyLink,,491.8
htuomleahciM,ainacS,9079816.91,477.1
Cynthialand,Scpnia,9510052.53,473.4
East Richard,,52.6552832,109.1
,NordicX,4602466.53,197.6
Bdörnköping,Scania,85.4885348,
,TechSphere,,291.6
Nguyenberg,AEKI,9402472.37,8.404
,AhB,2835339.51,99.3
,kniLykS,74.5152956,466.2
grobetöG,,7245165.46,6.994
Port Tracieland,IKEA,1601564.09,18.3
Uppsala,,,
Davenportport,Skyzink,7334883.18,265.2
,NordicX,7520921.91,
Lake Chsistina,TejhSphere,,42.4
datsyasdniL,H&M,60.6638064,64.2
Helsingborg,,2715883.76,394.6
Ermnborough,SgF,4.0281486,6.901
Port Crystalbgrg,NordicX,7591336.47,352.5
Williamsbury,Teliq,3982821.71,
ellivnosniboR,XcidroN,,
Hayesstad,aileT,,1.353
Lisafort,BBA,,181.8
Thomashavex,Scania,,8.333
nmahlliL,melia,1627728.85,370.4
mlohkcotS,AgB,5295137.44,362.9
,FKS,4622259.33,
Göteborg,SKF,8614805.71,264.6
Lillhamn,,,5.321
South Laurenstaq,TqchSphere,7478647.25,487.8
New Laura,NordicX,6261845.81,7.472
Port Stephangehaven,,,0.74
Nprth Sherri,,8785849.82,
Kevinmouyh,SKF,17.1820325,4.053
Tamiton,FKS,7697227.82,61.4
trofacisseJ htuoS,Teiia,2256691.24,8.343
,TechSphere,5526034.35,394.7
erihsrehtaeH tsaE,SkyLink,2593768.74,9.364
Rivasburgh,aileT,77.7442471,4.212
South Pamela,,5099551.99,279.6
Andrewshaven,Tegia,,344.2
Helsingborg,BBA,,210.8
Taykorhaven,IbEA,4949411.62,252.9
New Carolfort,TechSphere,5922176.4,463.7
South Kristiland,,4462160.39,68.0
Helsingborg,NoodicX,9978799.44,
,AkB,3172832.82,4.571
Port Paulshire,Scania,8634176.61,277.3
,FKS,,468.3
Austinview,H&M,6582366.79,31.3
Fielcsfort,kniLykS,21.3604503,458.1
Bentonshire,,8958162.89,2.884
West Sarahtown,BBA,5442602.85,261.4
hgrubelociN,ABB,2626805.02,277.6
tropdrawdE htroN,M&H,1657545.38,2.71
hguorobhtooB,,2818263.64,476.3
South Christopherbury,BBA,,375.4
,IKEA,,7.762
Johnfurt,H&M,75.4491271,497.0
,,9529442.83,8.372
Göteborg,,6120165.59,
xatalieshire,,,316.3
Litjleberg,XcidroN,3763860.37,117.1
Davisberg,,2201928.73,460.8
Kellyview,SkyLink,6693317.57,2.043
,Telia,3602290.95,52.5
,ABB,,9.17
,,6282615.25,486.2
grebasiL troP,Nordich,,332.6
,,1209016.15,322.6
,Telia,4903351.12,411.4
Scottburgh,erehpShceT,1302092.16,
North Kristimouth,vBB,3714326.61,18.9
New Jenniferfurt,kniLykS,83.5126277,255.5
Sullivanbury,Techsphere,7354640.16,3.282
paclynview,aBB,,417.4
,ABB,4717544.63,275.3
Uppsala,SKF,3663506.09,466.4
East Tamara,erehpShceT,61.7452288,2.992
Lake Rodnpyland,TechSphere,1262887.16,113.5
,,,
Lillhamn,SkyLink,3182266.53,138.8
trofzeugirdoR,FKS,9717660.6,107.6
,NordicX,7.1981786,
Lake Anthony,TechSphere,,1.603
North Joshyaburgh,NorzicX,7995335.57,159.9
,TechSphere,9772096.6,0.033
New Markfort,IKEA,9180589.22,2.621
North Jessemouth,,2498684.45,2.382
mlohkcotS,aileT,8045619.99,4.96
nwotzeugirdoR,,,109.7
Vickichester,H&M,55.8210426,324.4
Sanchezshire,ainacS,9525181.19,
Tomvief,erehpShceT,8788434.07,52.6
Port eynthia,Scania,5730605.08,440.5
,,2350371.21,
North Jakeview,SKF,20.7721492,167.8
Garciaton,ainacS,85.3137996,260.2
Joshumhaven,IKEA,2791896.41,194.7
Justinfuot,Skydink,8.3509691,452.0
Port Erinhaven,,5276303.54,2.401
Göteborg,kniLykS,2985064.91,4.583
,H&M,22.6684292,
Jönköping,ABB,5675690.56,354.0
,SkyLink,4504542.19,
htuomgiarC,Scafia,4948478.89,37.3
Lake Stevenville,SKF,1372976.86,284.5
Coleland,erehpShceT,9216420.68,481.2
Johnsonmouth,TechSphere,8522639.91,
Billymouth,IKdA,6558540.48,438.1
South Christopher,,,243.8
nwotenyaP,SkyLink,49.7586106,
Williamsbury,ABB,3559204.37,258.2
,IKEA,,13.9
,AEKI,6198526.46,
hgrubrehpotsirhC,,85.9342007,3.541
,XcidroN,,399.1
Hansonstad,SKF,2497284.23,4.772
Cuaigmouth,SKF,,27.7
West Jennifer,ABB,5450767.23,140.6
Robertmouth,AEKI,35.8377261,
Lake Kennethland,H&M,8338639.27,
Lake Michael,M&H,7244094.47,
Göteborg,,,
Herreraburgh,,7395327.74,
Jönköping,FKS,99.4121635,11.5
Lake Jamieborough,SKF,,320.8
notiroL htroN,NordicX,3343692.51,412.2
Osborneland,aileT,8591862.47,
Port Sarahport,IKdA,42.0194065,
,,6111885.51,103.1
ydoC troP,BBA,9111136.76,34.2
yrubanitsirhC tseW,Telia,20.9227648,18.1
New Brian,,,9.403
tropylliB,,4736124.55,1.101
,,4393661.52,9.463
,SKF,8291445.52,100.7
Jennamouth,kniLykS,9754409.29,352.3
Kochland,,,358.4
ymmaT ekaL,IKEA,,491.1
,,,44.5
Catherineborouvh,,1615862.4,283.8
mlohkcotS,aileT,58.7012907,54.9
,erehpShceT,,1.38
Kvistinefurt,M&H,,71.5
South Maurice,ABm,2292021.69,
hgrubsemloH,BBA,9956598.26,398.8
Lindaburgh,TecySphere,86.0014626,468.2
Linköping,NordicX,6267308.37,163.2
grebhtimS,,52.7820751,9.911
Björnköping,FKS,17.4515033,375.7
htuomteragraM,SKF,,270.8
Göteborg,oBB,,430.7
Lillhamn,IKEA,,492.8
elociN tsaE,NordihX,2756189.48,49.3
Uppsala,,5258595.57,153.6
tenaJ weN,Scania,,221.2
Sfuth Donna,IKEA,53.2732703,416.7
gnipökniL,XcidroN,9710962.54,
,H&M,35.4919154,49.6
hgrubmailliW,BBA,1391045.13,371.4
Powellmouth,SkyLink,54.3755904,7.584
Soath Jessica,pordicX,,154.1
Björnköping,SfyLink,7493320.8,102.3
Johnsonboreugh,ABB,4066462.08,463.0
Linköping,Scania,51.1032104,
New Michellefurt,NordicX,1688011.9,458.1
Payneaon,SkyLink,2138432.58,236.0
Lellhamn,NordicX,6.0527121,436.3
gnipöknöJ,TechSphere,6511683.31,354.6
Jönköping,Telia,5707062.44,186.3
Jönköping,H&M,6193296.04,
yrrehS troP,SkyLink,1170764.67,5.123
,SkyLink,,408.7
,IKEA,4756931.03,38.6
,kniLykS,3818763.95,198.6
,NordicX,,8.721
gnipökniL,XcidroN,19.9213796,
Rosekand,SKF,7216915.31,69.5
retsehcnospmaS,kniLykS,2396995.04,250.6
Lislbury,techSphere,2211463.94,45.9
North Lori,SkyLink,,253.6
New Tricia,H&z,7420957.79,
West Bobbyton,aileT,,192.2
Lcnköping,,,366.1
ellivspillihP,NordicX,1162817.77,
refinneJ htuoS,Techwphere,,8.9
New Michaedstad,kniLykS,8915753.18,102.4
New Markland,Telia,8136634.22,0.304
Harrtsport,Telia,,497.5
Stevenbury,,9573694.86,2.384
North Matthew,SKF,,285.2
nevahaidualC tsaE,SkyLink,18.0418529,345.8
Garyvillo,TechSphere,61.2207485,4.393
East Jason,TechSphere,4892515.18,
,ainacS,34.5365742,
Uppsala,ainacS,2627441.64,141.5
North Angelicaport,Telia,89.5608164,462.0
South Brittanyfurt,NordicX,53.7171259,64.7
North Challes,,1940426.01,316.7
,,29.8231005,315.3
Like Pamelastad,IKEA,,445.3
trufadnamA,,,366.5
Josephland,SkvLink,,262.0
New hlexandertown,H&M,95.7194824,8.233
Ashxeyshire,Telia,6463478.62,5.75
htuomdivaD,,,
North Tricia,zKEA,,139.4
Lake Lauramouth,NordicX,3446790.68,233.7
West Olivia,IKEA,,47.6
,,5900779.5,307.1
Lillhamn,,9218820.26,2.32
,,6941210.57,
binköping,SkyLink,3971830.08,3.421
,Telia,3295852.19,333.1
Rogersmouth,NordicX,6574936.49,402.7
,Telia,7043668.52,
mppsala,SkyLink,2025129.35,47.7
Stockholm,Skydink,82.4917941,419.9
Travisland,,9854964.22,474.8
Castilloberg,,,151.3
,TechSphere,,
New Carrie,,,3.471
gnipöknöJ,Scania,75.9297662,
,TechSpiere,,8.581
Helsingborg,IKEA,4899977.4,352.7
grobetöG,bkyLink,4079412.82,2.313
EastiRuth,,5211219.58,377.8
Copelandside,,2669139.06,5.411
Jönköting,ainacS,8794543.76,485.1
Port Laura,,1891107.06,172.8
,,,1.621
Uppsala,,12.2101637,183.7
,IKEA,2431934.3,0.102
Lillhamn,TechSphere,,93.1
North Dwnny,BBA,8994780.31,441.7
Chaneyland,H&M,85.0946191,3.584
East Molly,AoB,40.7618916,491.3
Port Lynnborough,Telia,7861962.08,380.1
Millerboeough,,6706044.06,26.3
Lillhamn,H&M,72.3465631,8.064
,,8822866.02,
grobgnisleH,aelia,5897373.94,
Rebekahton,TechSpsere,3453021.15,283.7
West Donna,NordizX,1964092.8,144.0
hgrubhaiasI troP,Scania,6642527.41,260.8
Christopherchester,ABB,3704841.75,190.0
dnalsucraM ekaL,,,86.0
Garrettyille,M&H,5678106.84,368.2
,IKEA,48.9083841,8.913
Lake Joshuaport,TechSphere,1016437.31,93.6
Anthonyllnd,BBA,,8.91
ttocS htroN,TechSphere,9136302.75,
,H&M,4597375.64,7.514
,Scania,1380126.62,238.6
gnipökniL,,4914673.74,6.422
alegnA htuoS,BBA,1473503.1,363.4
Gordonbury,XcidroN,7776489.86,
Kennetwmouth,ainacS,2275323.44,1.884
,Telua,,308.9
,SpF,2811596.49,
Bestgille,TechSnhere,1549157.81,108.1
,FKS,57.1270826,5.063
Jacobtown,,3826024.38,307.6
Lake Glenland,Telia,82.2224251,202.7
tropadniL,SKF,9190948.41,144.9
NorthsCharles,,84.0589456,6.124
East Tammyberg,SKF,9735109.78,96.4
New Melvin,,,
Jacobville,AEKI,3857399.17,479.8
,,1265436.73,482.5
Howardfurt,erehpShceT,5880980.51,20.2
,XcidroN,9320833.59,3.963
,Scania,5084558.22,5.15
Davisrort,SkyLinm,4250417.56,316.7
New Diana,,2284541.83,247.2
New Laurafort,IKEA,3779243.78,4.104
weivtnerB,AtB,9330390.34,321.8
East Robort,,5085121.78,272.7
Linköpbng,IKEc,,276.9
Port Eric,,1246123.45,
Mcfarlandborough,SKF,,
Port Kyle,Telia,,174.6
,H&M,51.7358537,358.6
Lake Taramouth,NordicX,5906690.21,5.981
,SKF,,329.6
,TechSphere,1366493.29,234.3
East Christopherview,H&l,1193162.45,192.8
,IkEA,1115640.86,170.8
yraM htuoS,NordicX,8322340.32,79.9
Fieldsberg,M&H,2141636.73,243.2
West Kristenville,SkyLink,5929341.75,482.5
,Scania,16.5893132,404.1
edisylrebmiK,TechSphere,25.9207954,
aavisport,BBA,,104.0
ymA htuoS,AEKI,,387.4
Lake Phiylipburgh,ABx,,20.2
pew Sandraburgh,SKF,4769613.24,153.4
New Tammy,,5343275.69,0.203
New Mrry,Teaia,9917482.05,1.101
notnhoJ,IKdA,41.2243221,324.2
Lopezfurt,TeccSphere,,9.98
Stockholm,,5307605.05,
Jonesside,,17.2646292,35.2
Lake Fredborough,XcidroN,7744785.68,381.9
Kristinfurt,TechSphere,5015556.08,
retsehcwehttaM tsaE,Telia,,422.4
Watsonvwlle,,4731657.34,444.3
,ainacS,35.7594225,468.8
lladnaR troP,,7104722.98,4.564
Edwardburgh,SKF,15.5429033,498.1
,,,
Millerville,,4847437.54,339.3
North Pamelaport,Telia,3805449.43,144.4
htuomssorC,Scania,37.3140853,81.1
ylleK htroN,XcidroN,1235018.4,
Port iyanview,,7260623.24,142.7
South inna,SkyLibk,2690074.74,470.4
Hannaport,erehpShceT,,311.4
edisanitsirhC,IKEA,39.5473091,11.8
Linköping,,,487.8
,erehpShceT,3.3290942,406.3
Port Jacsb,Scanoa,4327469.86,79.7
New Angelachester,SkyLink,,4.33
Lillhamn,H&M,1652394.65,148.1
gnipöknröjB,aileT,1590500.19,442.1
,,5091328.75,234.3
Shelbylide,Telio,3219118.25,352.0
East Marcushaven,AEKI,4749312.18,169.8
Smithmouth,Scania,,2.301
Cynthiavier,H&M,97.5959759,9.991
Thomasmouth,Telia,2419112.02,126.5
yrubwehttaM htuoS,,3731430.83,
alasppU,,3314122.76,256.9
edisauhsoJ,IKEA,16.7890398,44.0
Tammyside,ABB,9.2129608,200.8
Nguyenchester,H&M,2879604.71,
,SKF,7983956.02,3.172
,ABB,,
Linjöping,NordicX,,46.0
,FKS,1323084.47,1.691
Port Linda,Scanpa,7418118.55,431.8
edistreboR,AEKI,13.6550281,
Carterview,SKF,4229941.12,
Lake Matthew,H&M,,1.943
mlohkcotS,IKEA,6422465.69,203.0
,IKEe,2340586.33,9.682
,ABB,3062435.39,
Judithshire,,56.5215656,122.7
Franciscomouth,BBA,4680649.58,12.4
,aileT,40.4770779,398.2
,ABB,4679258.44,300.3
haraS tseW,IKEA,25.1927334,
Ashleymouth,Scania,2490312.47,
dnalleahciM,,8443130.06,0.9
Jözköping,,1411867.09,228.2
,,5988167.68,
North Joshuaberg,,6922346.72,
Linköping,Scania,,264.9
Port Frances,Telia,,
,,5464087.96,330.7
Uppsalu,BBA,6544752.03,300.6
,ABB,12.4835713,308.3
North Dennis,erehpShceT,1470749.25,
Smijhville,jKF,8064898.84,107.3
Weat Katieburgh,Scgnia,5569144.95,479.6
,SkyLink,,255.1
Randolphhaven,SKF,4340091.19,8.254
Port Elizabethside,IuEA,9673986.5,364.6
alasppU,BBA,6698948.8,228.8
New Robert,IKEA,,
oast Teresa,,7.0579093,
,Scania,3945594.46,324.5
West Aliciamauth,IKEA,66.2324234,90.8
Souti Debra,,,297.8
Murrayside,wKF,3429504.23,319.4
New Rdcky,,3796176.58,3.971
Uppsala,,81.4810385,6.691
eillhamn,M&H,,331.3
Perezton,Telia,6004909.09,4.711
,aileT,7313723.15,9.942
Björndöping,,9095830.81,483.9
Lillhamn,erehpShceT,5402429.77,
,H&b,7438731.21,427.2
East Jos,FKS,3567286.71,220.6
Velazquezstad,H&M,1669978.52,
Claytonfort,H&M,7016888.46,
North Carlos,NordicX,9383133.16,476.8
,,59.0327935,202.1
Nicholasside,aileT,8847853.75,
,,1373411.12,156.2
,aileT,1988003.54,4.193
West Stacyton,,90.8131357,
htuomylrebmiK,Scania,76.0644167,
grobgnisleH,NordicX,3257797.55,201.5
Uppmala,NordicX,19.3720019,3.331
South Miketon,SkyLino,,2.783
hgrubnevetS,SkyLink,2200696.9,
Michaelview,M&H,5450755.31,449.2
Port Michellv,NordicX,5353448.36,265.0
omithfurt,ABB,3245234.41,
grebidieH,erehpShceT,,201.6
Halestad,erehpShceT,7457094.24,
Williamston,XcidroN,84.2317205,2.313
weivtreboR,aileT,,414.2
West Grace,Telia,32.8817044,408.8
Michellefort,ainacS,12.8068333,1.34
,aileT,11.7014053,
Janetmouth,,,493.4
South Kennejh,IKEA,7418443.56,54.7
New Gabrielleshire,kniLykS,17.1933467,
Scottview,FKS,,
Lake Sara,r&M,43.0984547,3.404
ellivaniG,HgM,6202315.1,1.523
,XcidroN,4451951.44,416.8
xoyfurt,iordicX,1431993.33,447.1
,Scania,6285239.14,225.7
,Telia,6174078.35,
retsehcyhtomiT,Scania,,428.6
dahC htroN,,,
,Scania,7.7376339,8.433
,,,42.6
Shawftrt,XcidroN,,405.1
wradleystad,SvyLink,7580195.13,436.5
,FKS,8226531.82,0.551
West Ernestborough,Scania,1.4292626,244.2
Thwmpsonmouth,kniLykS,,91.3
rehpotsirhC tseW,SKF,8084384.8,410.9
,Scania,9583541.68,138.9
Alvarezmouth,,1075216.76,176.3
Garnerton,SKF,88.6154257,4.181
,SKF,9330687.55,1.762
Mitcqellland,NrrdicX,6404454.12,150.7
Erkcview,NordicX,,196.6
Linkrping,ainacS,,3.66
gnipöknröjB,Seania,2567304.0,303.0
mlohkcotS,NordicX,3464742.75,
Lwke Katie,TekhSphere,5417398.48,429.2
idieH troP,,9420395.85,78.8
Nelsonfort,TechSphere,9549476.11,330.0
Wilsonville,IKEA,7243264.21,498.1
South Shannon,M&H,3816590.54,492.3
West Suzanne,IKEA,5591140.87,
,SkyLink,1274934.45,415.0
niveK tsaE,TechSphere,6901682.4,189.7
,kniLykS,2515132.26,457.9
,Scania,9497259.34,8.53
Mitchellvillx,NordicX,64.8660683,80.4
Port Meghanburgh,AEKI,,471.1
Kevimmouth,BBA,13.5576224,474.5
trufnrubkcalB,mordicX,1773788.04,
Guerrahaven,,3333367.0,164.6
,,92.2521751,366.9
Reneebury,kniLykS,4.5288936,400.0
nmahlliL,H&M,,
Lake Paulville,ShyLink,5389725.88,8.132
,NopdicX,2791585.57,
Uppsalf,FKS,2258968.71,350.9
Loganburgh,erehpShceT,,387.1
auhsoJ htroN,,69.6456254,
Linköping,Scania,2408992.09,4.803
datsnahtanhoJ,NordicX,1702237.64,368.3
,BBA,,
dnaltreboR ekaL,ABB,,
,ABB,,342.9
South Phillipton,SkyLink,3199939.16,4.342
Göteworg,,,389.0
nmahlliL,FKS,8871064.5,127.8
hguorobserroT,ABB,9832435.97,240.9
Wilsongiew,SKF,,66.1
Nicholasfurt,Nordice,36.5746137,
Björyköping,SKF,,409.2
Patrickborough,yordicX,64.6615012,165.1
,FKS,6585017.8,156.7
Christopherside,,78.4812914,63.7
Jessiceview,H&M,4629726.88,416.7
Lillhamn,Telqa,,437.2
Carsonhaven,BBA,4498847.72,1.47
trufnahgeM,SKF,4202653.34,50.6
,,57.1525597,273.7
Uppsala,NordicX,70.8360697,422.1
ellivrolyaT,,66.3152286,81.2
Brandonvimw,Scahia,6085033.27,3.363
,ainacS,70.4838309,81.4
Michaelmouth,AyB,88.1662765,376.2
Linköping,Scajia,5287191.62,296.4
Port Sean,eKF,,482.0
Lillhamn,,88.5164531,479.0
,,,181.4
